|content                  |COUNT(content)|
|日斜吾事毕，一笑向杯盘。             |2             |
|虽是一般，惟高一着。               |3             |
|自我来黄州，已过三寒食。             |2             |
|君子泰而不骄，小人骄而不泰。           |2             |
|何用别寻方外去，人间亦自有丹丘。         |2             |
|事去千年犹恨速，愁来一日即为长。         |2             |
|江作青罗带，山如碧玉篸。             |2             |
|少年心事当拿云，谁念幽寒坐呜呃。         |2             |
|斑骓只系垂杨岸，何处西南任好风。         |2             |
|云鬓花颜金步摇，芙蓉帐暖度春宵。         |2             |
|妾弄青梅凭短墙，君骑白马傍垂杨。         |2             |
|上山采蘼芜，下山逢故夫。             |2             |
|觥船一棹百分空。                 |2             |
|羽扇纶巾，谈笑间，樯橹灰飞烟灭。         |2             |
|白头搔更短，浑欲不胜簪。             |2             |
|城头铁鼓声犹振，匣里金刀血未干。         |2             |
|东壁图书府，西园翰墨林。             |2             |
|楼台临绝岸，洲渚亘长天。             |2             |
|莫嫌旧日云中守，犹堪一战取功勋。         |2             |
|赵客缦胡缨，吴钩霜雪明。             |3             |
|乱石穿空，惊涛拍岸，卷起千堆雪。         |2             |
|苍旻霁凉雨，石路无飞尘。             |2             |
|花意争春，先出岁寒枝。              |2             |
|多谢梅花，伴我微吟。               |2             |
|杨柳千条送马蹄，北来征雁旧南飞。         |2             |
|东风吹我过湖船。杨柳丝丝拂面。          |2             |
|槐叶初匀日气凉，葱葱鼠耳翠成双。         |2             |
|杨柳散和风，青山澹吾虑。             |2             |
|雄州雾列，俊采星驰。               |2             |
|性孤高似柏，阿娇金屋。              |2             |
|败叶填溪水已冰，夕阳犹照短长亭。         |2             |
|青蒲衔紫茸，长叶复从风。             |2             |
|落叶满空山，何处寻行迹。             |2             |
|惨惨时节尽，兰叶复凋零。             |2             |
|拟泛烟中片叶，但两湖佳处，任风吹泊。       |2             |
|弄儿床前戏，看妇机中织。             |2             |
|三冬暂就儒生学，千耦还从父老耕。         |2             |
|老母与子别，呼天野草间。             |3             |
|秦女含颦向烟月，愁红带露空迢迢。         |2             |
|歌舞尊前，繁华镜里，暗换青青发。         |2             |
|因依老宿发心初，半学修心半读书。         |2             |
|运往无淹物，年逝觉已催。             |2             |
|鬓丝日日添白头，榴锦年年照眼明；         |2             |
|闻道黄龙戍，频年不解兵。             |2             |
|年年社日停针线。怎忍见、双飞燕。         |2             |
|耕夫召募爱楼船，春草青青万项田；         |2             |
|残日东风，不放岁华去。              |2             |
|村北村南，谷雨才耕遍。秀麦连冈桑叶贱。      |3             |
|酒未开樽句未裁，寻春问腊到蓬莱。         |2             |
|一春不识西湖面。翠羞红倦。            |2             |
|纱厨藤簟，玉人罗扇轻缣。             |2             |
|泰山嵯峨夏云在，疑是白波涨东海。         |2             |
|蛾眉淡了教谁画？瘦岩岩羞戴石榴花。        |2             |
|空园白露滴，孤壁野僧邻。             |2             |
|白狼河北音书断，丹凤城南秋夜长。         |2             |
|金河秋半虏弦开，云外惊飞四散哀。         |2             |
|吹到一片秋香，清辉了如雪。            |2             |
|十二峰头秋草荒，冷烟寒月过瞿塘。         |2             |
|鄂王坟上草离离，秋日荒凉石兽危。         |2             |
|不知香积寺，数里入云峰。             |2             |
|朔风吹雪透刀瘢，饮马长城窟更寒。         |2             |
|晴野鹭鸶飞一只，水葓花发秋江碧。         |2             |
|八年十二月，五日雪纷纷。             |3             |
|雪照山城玉指寒，一声羌管怨楼间。         |2             |
|楼头客子杪秋后，日落君山元气中。         |2             |
|料黛眉重锁隋堤，芳心还动梁苑。          |3             |
|问别来、解相思否。                |2             |
|画船捶鼓催君去。高楼把酒留君住。         |2             |
|十二楼中尽晓妆，望仙楼上望君王。                          |2             |
|高山安可仰，徒此揖清芬。                              |2             |
|江帆几片疾如箭，山泉千尺飞如电。                          |2             |
|翘思慕远人，愿欲托遗音。                              |3             |
|故人溪上，挂愁无奈，烟梢月树。                           |2             |
|松江上，念故人老矣，甘卧闲云。                           |2             |
|湖水无端浸白云，故人书断孤鸿没。                          |2             |
|日斜江上孤帆影，草绿湖南万里情。                          |2             |
|相逢成夜宿，陇月向人圆。                              |2             |
|前年伐月支，城上没全师。                              |2             |
|为近都门多送别，长条折尽减春风。                          |2             |
|风雨送人来，风雨留人住。                              |2             |
|只应守寂寞，还掩故园扉。                              |2             |
|白白与红红，别是东风情味。                             |2             |
|徒把金戈挽落晖，南冠无奈北风吹。                          |2             |
|歌沉玉树，古寺空有疏钟发。                             |2             |
|楚人悲屈原，千载意未歇。                              |2             |
|起望衣冠神州路，白日销残战骨。                           |2             |
|独上小楼春欲暮，愁望玉关芳草路。                          |2             |
|倚阑凝望，独立渔翁满江雪。                             |3             |
|绕遍回廊还独坐。月笼云暗重门锁。                          |2             |
|独自立瑶阶，透寒金缕鞋。                              |2             |
|功名炊黍寻常梦，怪事书空感激人。                          |2             |
|王母欢阑琼宴罢，仙人泪满金盘侧。                          |2             |
|日边消息空沈沈。画眉楼上愁登临。                          |2             |
|曲径穿花寻蛱蝶，虚阑傍日教鹦鹉。                          |2             |
|倚竹不胜愁，暗想江头归路。                             |2             |
|寒食时看郭外春，野人无处不伤神。                          |2             |
|客醉倚河桥，清光愁玉箫。                              |2             |
|那堪疏雨滴黄昏。更特地、忆王孙。                          |2             |
|道人憔悴春窗底。闷损阑干愁不倚。                          |2             |
|不剪春衫愁意态。过收灯、有些寒在。                         |2             |
|知君惯度祁连城，岂能愁见轮台月。                          |2             |
|愁里高歌梁父吟，犹如金玉戛商音。                          |2             |
|寂寂闻猿愁，行行见云收。                              |2             |
|凌余阵兮躐余行，左骖殪兮右刃伤。                          |2             |
|山暝闻猿愁，沧江急夜流。                              |2             |
|不戚戚于贫贱，不汲汲于富贵。                            |2             |
|香雾云鬟湿，清辉玉臂寒。                              |2             |
|晴川历历汉阳树，芳草萋萋鹦鹉洲。                          |2             |
|马上相逢无纸笔，凭君传语报平安。                          |2             |
|得欢当作乐，斗酒聚比邻。                              |2             |
|强欲登高去，无人送酒来。                              |2             |
|最是多情汴堤柳，春来依旧带栖鸦！                          |2             |
|杨花落，燕子横穿朱阁。                               |2             |
|渔父天寒网罟冻，莫徭射雁鸣桑弓。                          |2             |
|乘我大宛马，抚我繁弱弓。                              |2             |
|想今宵、也对新月，过轻寒、何处小桥。                        |2             |
|野棠花落，又匆匆过了，清明时节。                          |2             |
|霭芳阴未解，乍天气、过元宵。                            |2             |
|寄言俦侣，莫负广寒沈醉。                              |2             |
|遮莫圆明似前度，不知谁续广寒游。                          |2             |
|握手经年别，惊心九日霜。                              |2             |
|暗凝伫。近重阳、满城风雨。                             |2             |
|半壁见海日，空中闻天鸡。                              |2             |
|念去来、岁月如流，徘徊久、叹息愁思盈。                       |2             |
|锦里烟尘外，江村八九家。                              |2             |
|陌上谁家年少足风流？                                |2             |
|出其东门，有女如云。                                |2             |
|岂曰无衣？六兮。                                  |3             |
|昨夜西风凋碧树，独上高楼，望尽天涯路。                       |3             |
|击鼓其镗，踊跃用兵。                                |2             |
|夸赴军中宴，走马去如云。                              |2             |
|长门事，准拟佳期又误。                               |2             |
|瞻彼淇奥，绿竹青青。                                |2             |
|靖康耻，犹未雪。                                  |2             |
|角声满天秋色里，塞上燕脂凝夜紫。                          |2             |
|譬如朝露，去日苦多。                                |2             |
|明镜本清净，何处染尘埃！                              |2             |
|芳春平仲绿，清夜子规啼。                              |2             |
|彼汾一方，言采其桑。                                |2             |
|鸳鸯于飞，毕之罗之。                                |2             |
|颙颙卬卬，如圭如璋，令闻令望。                           |2             |
|每到春来，惆怅还依旧。                               |2             |
|叵耐灵鹊多谩语，送喜何曾有凭据？                          |2             |
|孟子曰：「吾善养吾浩然之气。                            |2             |
|一旦归为臣虏，沈腰潘鬓消磨。                            |2             |
|不要人夸好颜色，只流清气满乾坤。                          |3             |
|黄鸡白酒，君去村社一番秋。                             |2             |
|驱鸡上树木，始闻叩柴荆。                              |2             |
|郭门临渡头，村树连谿口。                              |2             |
|远牧牛，绕村四面禾黍稠。                              |2             |
|狗吠深巷中，鸡鸣桑树颠。                              |2             |
|营州少年厌原野，狐裘蒙茸猎城下。                          |2             |
|拔剑击大荒，日收胡马群；                              |2             |
|柏台霜威寒逼人，热海炎气为之薄。                          |2             |
|历览千载书，时时见遗烈。                              |2             |
|儿大诗书女丝麻，公但读书煮春茶。                          |2             |
|谤书盈箧不复辩，脱身来看江南山。                          |2             |
|风雨满城，何幸两重阳之近；                             |2             |
|人行明镜中，鸟度屏风里。                              |2             |
|明年此会知谁健？醉把茱萸仔细看。                          |2             |
|绿杯红袖趁重阳。人情似故乡。                            |2             |
|惟有今宵，皓彩皆同普。                               |2             |
|红深绿暗径相交，抱暖含芳披紫袍。                          |2             |
|危桥属幽径，缭绕穿疏林。                              |2             |
|二十四桥，颇有杜书记否。                              |2             |
|短长亭子短长桥，桥外垂杨一万条。                          |2             |
|昨夜斗回北，今朝岁起东。                              |2             |
|冷冷水向桥东去。漠漠云归溪上住。                          |2             |
|喧啾百鸟群，忽见孤凤凰。                              |2             |
|行舟逗远树，度鸟息危樯。                              |2             |
|来相召、香车宝马，谢他酒朋诗侣。                          |2             |
|君马黄，我马白。                                  |2             |
|常随宝镫陪金勒，绝塞指挥万马嘶。                          |3             |
|龟灵未免刳肠患，马失应无折足忧。                          |2             |
|记取江湖泊船处，卧闻新雁落寒汀。                          |2             |
|风日薄、度墙啼鸟声乱。                               |2             |
|老死阡陌间，何因扬清芬。                              |2             |
|金波银汉，潋滟无际。                                |2             |
|远芳侵古道，晴翠接荒城。                              |2             |
|夏之日，冬之夜。                                  |2             |
|新书报我添憔悴。                                  |3             |
|报扫荡、狐嗥兔舞。                                 |2             |
|野旷吕蒙营，江深刘备城。                              |2             |
|人之无良，我以为君！                                |2             |
|凡与敌战，若我胜彼负，不可骄惰，当日夜严备以待之。                 |2             |
|新诗如玉屑，出语便清警。                              |2             |
|小山拄颐愁无奈，又怕声声聒夜眠。                          |2             |
|饮至告言旋，功归清庙前。                              |2             |
|已有空乐好，况闻青猿哀。                              |2             |
|明珠交玉体，珊瑚间木难。                              |2             |
|十步两躩跃，三呼一交兵。                              |2             |
|元嘉草草，封狼居胥，赢得仓皇北顾。                         |2             |
|槛内群芳芽未吐，早已回春。                             |2             |
|楚楚者茨，言抽其棘。                                |2             |
|慨当以慷，忧思难忘。                                |2             |
|丛薄聚冻禽，狐狸啸枯株。                              |2             |
|居逆境中，周身皆针砭药石，砥节砺行而不觉；处顺境内，满前尽兵刃戈矛，销膏靡骨而不知。|2             |
|采幽香，巡古苑，竹冷翠微路。                            |2             |
|步屟随春风，村村自花柳。                              |2             |
|眼边江舸何匆促，未待安流逆浪归。                          |2             |
|尾尾相衔画舫，尽欢声无日不笙簧。                          |2             |
|今日明光里，还须结伴游。                              |2             |
|晴风初破冻，柳眼梅腮，已觉春心动。                         |2             |
|路断车轮生四角，此地行人销骨。                           |2             |
|王在在镐，有那其居。                                |2             |
|败不可处，时不可失，忠不可弃，怀不可从                       |3             |
|云澹星疏楚山晓。                                  |2             |
|吴生虽妙绝，犹以画工论。                              |2             |
|吏怒反索金，黎民那有此。                              |2             |
|啜苦咽甘，茶也。                                  |2             |
|橐驼何连连，穹帐亦累累。                              |2             |
|织妇何太忙，蚕经三卧行欲老。                            |2             |
|水眄兰情，总平生稀见。                               |2             |
|攀龙附凤势莫当，天下尽化为侯王。                          |2             |
|沧海桑田，谓世事之多变；河清海晏，兆天下之升平。                  |2             |
|楚天晚，白苹烟尽处，红蓼水边头。                          |2             |
|倚云低首望，可知心？                                |2             |
|下贫则上贫，下富则上富。                              |2             |
|山有枢，隰有榆。                                  |2             |
|九十光阴能有几？金龟解尽留无计。                          |2             |
|入牖千重碎，迎风一半斜。                              |2             |
|之子合逸趣，而我钦清芬。                              |2             |
|与天一样白漫漫。                                  |2             |
|天长水阔厌远涉，访古始及平台间。                          |2             |
|车声渐共歌声咽。                                  |2             |
|旧曲梅花唱，新正柏酒传。                              |2             |
|酒醒梦回愁几许。                                  |2             |
|十子若不肖，不如一女英。                              |2             |
|既见君子，云胡不喜。                                |3             |
|门外苍官千百辈，尽堂堂八尺须髯古。                         |2             |
|更遣黄龙戍，唯当哭塞云。                              |2             |
|二年遍历楚山川。                                  |2             |
|故故坠金鞭，回头应眼穿。                              |2             |
|世上功名，老来风味，春归时候。                           |2             |
|淋漓醉墨，看龙蛇飞落蛮笺。                             |2             |
|不对芳春酒，还望青山郭。                              |2             |
|夜来处处试新妆。                                  |2             |
|昔为匣中玉，今为粪上英。                              |2             |
|只一事不留心，便有一事不得其理；只一物不留心，便有一物不得其所。          |2             |
|彼月而食，则维其常；此日而食，于何不臧。                      |2             |
|交河城边鸟飞绝，轮台路上马蹄滑。                          |2             |
|使君留客醉厌厌。                                  |2             |
|回车驾言迈，悠悠涉长道。                              |2             |
|居人匹马映林嘶，行人去棹依波转。                          |2             |
|峥嵘甚，讶雪山中断，银汉西倾。                           |2             |
|愁闻出塞曲，泪满逐臣缨。                              |2             |
|精诚由中，故其文语感动人深。                            |2             |
|但欲掩昏旦，遂复经圆缺。                              |2             |
|道由白云尽，春与青溪长。                              |2             |
|夏桀之常违兮，乃遂焉而逢殃。                            |2             |
|却回山寺路，闻打暮天钟。                              |2             |
|狗马饰雕文，土木被缇绣。                              |3             |
|主人东皋上，时稼绕茅屋。                              |2             |
|还凭流水送人归。                                  |2             |
|道人庭宇静，苔色连深竹。                              |2             |
|为春憔悴留春住，那禁半霎催归雨。                          |2             |
|都人齐和《大风歌》。                                |2             |
|岂无饮酒？不如叔也。                                |2             |
|悠悠苍天，曷其有极？                                |2             |
|被冷香消新梦觉，不许愁人不起。                           |2             |
|志欲图篡弑，先害诸贤良。                              |2             |
|吴地桑叶绿，吴蚕已三眠。                              |2             |
|举眼风光长寂寞，满朝官职独蹉跎。                          |2             |
|晓峰如画参差碧，藤影风摇拂槛垂。                          |2             |
|约何时再，正春浓酒困，人闲昼永无聊赖。                       |2             |
|自从迁播落黔巴，三见江上开新花。                          |2             |
|冷雨青灯读书舍，怕离别又早离别。                          |2             |
|王配于京，世德作求。                                |2             |
|风枝惊暗鹊，露草覆寒蛩。                              |2             |
|凤楼琪树，惆怅刘郎一去，正春深。                          |2             |
|叶里黄鹂时一弄。                                  |2             |
|门前记取垂杨树，只藏他、三两秋莺。                         |2             |
|剑南春色还无赖，触忤愁人到酒边。                          |2             |
|一节见则百节知矣。                                 |2             |
|尔去安可迟？瑶草恐衰歇。                              |2             |
|人心似铁，官法如炉。                                |2             |
|守节自誓，亲诲之学。                                |2             |
|当杯已入手，歌妓莫停声。                              |2             |
|算春长不老，人愁春老，愁只是、人间有。                       |2             |
|千里渥洼种，名动帝王家。                              |2             |
|冰玉半湾尘不惹，停凝欲挽东流驾。                          |2             |
|人生几何时，怀忧终年岁。                              |2             |
|金灶生烟埃，玉潭秘清谧。                              |2             |
|识时务者为俊杰，昧先几者非明哲。                          |2             |
|自责之外，无胜人之术。自强之外，无上人之术。                    |2             |
|远客投名贤，真堪写怀抱。                              |2             |
|南昌仙人赵夫子，妙年历落青云士。                          |2             |
|人异而心异，择其弱者以攻之，其神必溃。                       |2             |
|小园几许，收尽春光。                                |2             |
|恸哭兮远望，见苍梧之深山。                             |2             |
|西秦北赵各称高，池上张筵列我曹。                          |2             |
|东方岁星大明宫，南山喜气摇晴空。                          |2             |
|群公先正，则不我闻。                                |3             |
|为谁频断续，相和砧杵？                               |2             |
|天涯一去无穷已，蓟门迢递三千里。                          |2             |
|安得夫差水犀手，三千强弩射潮低。                          |2             |
|夫尚贤者，政之本也。                                |2             |
|今孝子之为亲度也，将奈何哉？                            |2             |
|离愁秋水远，醉眼晓帆开。                              |2             |
|津亭秋月夜，谁见泣离群？                              |2             |
|心地无非自性戒，心地无痴自性慧，心地无乱自性定                   |2             |
|狂风吹古月，窃弄章华台。                              |2             |
|孤臣霜发三千丈，每岁烟花一万重。                          |2             |
|与肩挑贸易，毋占便宜；见贫苦亲邻，须加温恤。                    |2             |
|与君剩采江山景，裁取新诗入帝乡。                          |2             |
|相逢一醉是前缘，风雨散、飘然何处？                         |2             |
|趁残鸦、飞过苍茫。                                 |2             |
|西得诸侯棹锦水，欲向何门趿珠履？                          |2             |
|一去麒麟阁，遂将朝市乖。                              |2             |
|别来怅、光阴容易，还又酴醿，牡丹开遍。                       |2             |
|忽蒙白日回景光，直上青云生羽翼。                          |2             |
|虫兽犹知德，何况于士人。                              |2             |
|江南好，千钟美酒，一曲满庭芳。                           |2             |
|成王不敢康，夙夜基命宥密。                             |2             |
|输与五陵公子，此时梦绕花前。                            |2             |
|冽彼下泉，浸彼苞稂。                                |2             |
|利人乎即为，不利人乎即止。                             |2             |
|蒙彼绉絺，是绁袢也。                                |2             |
|日惨惨兮云冥冥，猩猩啼烟兮鬼啸雨。                         |2             |
|以兹误生理，独耻事干谒。                              |2             |
|独向潭上酌，无人林下期。                              |2             |
|叹神游故国，花记前度。                               |2             |
|人言此是海门关，海眼无涯骇众观。                          |2             |
|亢龙宾天群龙战，潜龙跃出飞龙现。                          |2             |
|夕照临轩堕，栖鸟当我还。                              |2             |
|但愿老死花酒间，不愿鞠躬车马前。                          |2             |
|凤皇翼其承旗兮，高翱翔之翼翼。                           |2             |
|何以致契阔？绕腕双跳脱。                              |2             |
|官军又取淮西贼，此贼亦除天下宁。                          |2             |
|稻云不雨不多黄，荞麦空花早着霜。                          |2             |
|烟隔断、晴波远岫。                                 |2             |
|濯锦江边两岸花，春风吹浪正淘沙。                          |2             |
|重华一去宁复得，天下纷纷经几秦。                          |2             |
|高帝子孙尽隆准，龙种自与常人殊。                          |2             |
|细草愁烟，幽花怯露。                                |2             |
|铁锁横江，锦帆冲浪，孙郎良苦。                           |2             |
|不似海棠阴下，按《凉州》时节。                           |2             |
|爱之不以道，适所以害之也。                             |2             |
|是处红衰翠减，苒苒物华休。                             |2             |
|虎拜稽首，对扬王休。                                |2             |
|停画桡、两两舟人语。                                |2             |
|薄污我私，薄浣我衣。                                |2             |
|抗声促遗诏，定命由陈辞。                              |2             |
|居常土思兮心内伤，愿为黄鹄兮归故乡。                        |3             |
|尚留顾藉，滞东风、未肯雪轻飘。                           |2             |
|得意犹堪夸世俗，诏黄新湿字如鸦。                          |2             |
|不堪吏人妇，岂合令郎君？                              |2             |
|竹实满秋浦，凤来何苦饥。                              |2             |
|缟衣茹藘，聊可与娱。                                |2             |
|安上在于悦下，为己存乎利人。                            |2             |
|天子好美女，夫妇不成双。                              |2             |
|伊吕两衰翁，历遍穷通。                               |2             |
|驰晖不可接，何况隔两乡？                              |2             |
|欲说当年，望湖楼下，水与云宽窄。                          |2             |
|记玉关踏雪事清游，寒气脆貂裘。                           |2             |
|端守宫闱地，寒烟朝暮平。                              |2             |
|金鹅屏风蜀山梦，鸾裾凤带行烟重。                          |2             |
|原浊者，流不清；行不信者，名必耗。                         |2             |
|传有沙场千万骑，昨日边庭羽书至。                          |3             |
|秋风吹地百草干，华容碧影生晚寒。                          |2             |
|尚想横汾，兰菊纷相半。                               |2             |
|六曲屏山和梦遥。                                  |2             |
|却恨悲风时起，冉冉云间新雁，边马怨胡笳。                      |2             |
|竹树夹流水，孤城对远山。                              |2             |
|孤云还空山， 众鸟各已归。                             |2             |
|下莞上簟，乃安斯寝。                                |2             |
|黄金白璧买歌笑，一醉累月轻王侯。                          |2             |
|忽疑君到，漆灯风飐，痴数春星。                           |2             |
|君今上陇去，我在与谁居？                              |2             |
|天气困人梳洗懒，眉尖，淡画春山不喜添。                       |2             |
|最难忘，屏边瞥见，野外相逢。                            |2             |
|习习谷风，维山崔嵬。                                |3             |
|畚锸载埋瘗，沟渎护其危。                              |2             |
|一点微酸已著枝。                                  |2             |
|意倦须还，身闲贵早，岂为莼羹鲈脍哉。                        |2             |
|不斩奸邪恨最深！                                  |2             |
|相见初经田窦家，侯门歌舞出如花。                          |2             |
|若使学萧曹，功名当不朽。                              |2             |
|时俗薄朱颜，谁为发皓齿。                              |2             |
|千回来绕百回看，蜂作婢，莺为使。                          |2             |
|四国有王，郇伯劳之。                                |2             |
|安知南山桂，绿叶垂芳根。                              |2             |
|外湖莲子长参差，霁山青处鸥飞。                           |2             |
|好事不出门，坏事传千里。                              |2             |
|知子之好之，杂佩以报之。                              |2             |
|新郎君、成行如画。                                 |2             |
|朝搴阰之木兰兮，夕揽洲之宿莽。                           |2             |
|惭愧流莺相厚意，清晨犹为到西园。                          |2             |
|今日何日兮，得与王子同舟。                             |2             |
|睡里消魂无说处，觉来惆怅消魂误。                          |2             |
|嗟我妇子，曰为改岁，入此室处。                           |2             |
|昨宵庭外悲歌发，知是花魂与鸟魂。                          |2             |
|无信人之言，人实不信。                               |2             |
|赖多山水趣，稍解别离情。                              |2             |
|白头居士无呵殿，只有乘肩小女随。                          |2             |
|蝶衣晒粉花枝舞，蛛网添丝屋角晴。                          |2             |
|静言庸违，像恭滔天。                                |2             |
|万里他乡，非生非死，此身良苦。                           |2             |
|当时明月，依依素影，何处飞来？                           |2             |
|紞如三鼓，铿然一叶，黯黯梦云惊断。                         |2             |
|铫煎黄蕊色，碗转曲尘花。                              |2             |
|如彼游川鱼，比目中路析。                              |2             |
|既醉既饱，小大稽首。                                |2             |
|命之不易，无遏尔躬。                                |2             |
|塔势如涌出，孤高耸天宫。                              |2             |
|淠彼泾舟，烝徒楫之。                                |2             |
|微红夕如灭，短焰复相连。                              |2             |
|日月行空从地转，蛟龙入海卷潮回。                          |2             |
|怕春波、载愁不去，恁生见得？                            |2             |
|迎新在此岁，唯恐踵前迹。                              |2             |
|抑若扬兮，美目扬兮。                                |2             |
|且将换酒与君醉，醉归托宿吴专诸。                          |2             |
|新丰老翁八十八，头鬓眉须皆似雪。                          |2             |
|复道交窗作合欢，双阙连甍垂凤翼。                          |2             |
|身如西瀼渡头云，愁抵瞿塘关上草。                          |2             |
|主人酒尽君未醉，薄暮途遥归不归。                          |2             |
|一样夕阳天，留寒待禁烟。                              |2             |
|此翁白头真可怜，伊昔红颜美少年。                          |2             |
|春伴春游夜转夜。                                  |2             |
|东风何时至？已绿湖上山。                              |2             |
|斜阳外，春雨足，风吹皱一池寒玉。                          |2             |
|醉后满身花影、倩人扶。                               |2             |
|明珠归合浦，应逐使臣星。                              |2             |
|多君骋逸藻，掩映当时人。                              |3             |
|羔裘豹饰，孔武有力。                                |2             |
|巨鳌未斩海水动，鱼龙奔走安得宁。                          |2             |
|山口月欲出，先照关城楼。                              |3             |
|黄昏又听城头角，病起心情恶。                            |2             |
|寥寥人境外，闲坐听春禽。                              |2             |
|我所思兮在雁门。                                  |3             |
|爝火燃回春浩浩，洪炉照破夜沉沉。                          |2             |
|七月七，回首笑三郎。                                |2             |
|北邙未省留闲地，东海何曾有顶波。                          |2             |
|明日潮来无定准。                                  |2             |
|胡人落泪沾边草，汉使断肠对归客。                          |2             |
|为君愁绝听鸣橹。                                  |2             |
|忽如朝玉皇，天冕垂前旒。                              |2             |
|追念照水然犀，男儿当似此，英碓豪杰。                        |2             |
|高议而不可及，不若卑论之有功也。                          |2             |
|方苞方体，维叶泥泥。                                |2             |
|困倚危楼，过尽飞鸿字字愁。                             |2             |
|敬天之怒，无敢戏豫。                                |2             |
|万里风烟，一溪霜月，未怕欺他得。                          |2             |
|我志在删述，垂辉映千春。                              |2             |
|挥羽扇，整纶巾，少年鞍马尘。                            |2             |
|流沙丹灶灭，关路紫烟沉。                              |2             |
|今人犹歌李白诗，明月还如李白时。                          |2             |
|郧国稻苗秀，楚人菰米肥。                              |2             |
|章台柳，章台柳，往日依依今在否？                          |2             |
|奢侈足以败家；悭吝亦足以败家。                           |2             |
|庙堂无计可平戎，坐使甘泉照夕峰。                          |2             |
|神之斿，过天门，车千乘，敦昆仑。                          |2             |
|由来万夫勇，挟此生雄风。                              |2             |
|以御宾客，且以酌醴。                                |2             |
|渐暗竹敲凉，疏萤照晚，两地魂消。                          |2             |
|风情渐老见春羞，到处消魂感旧游。                          |2             |
|谣颂若采之，此言当可取。                              |2             |
|百年长扰扰，万事悉悠悠。                              |2             |
|满山残雪对虚堂，想似当年辋口庄。                          |2             |
|君王若道能倾国，玉辇何由过马嵬。                          |2             |
|苑方秦地少，山似洛阳多。                              |2             |
|五千言、老来受用，肯教造物儿戏？                          |2             |
|是究是图，亶其然乎？                                |2             |
|如梦如烟，枝上花开又十年！                             |2             |
|顷刻光阴都过了，如今绿暗红英少。                          |2             |
|国有贤相良将，民之师表也。                             |2             |
|乱山深处水萦回，可惜一枝如画为谁开？                        |2             |
|图南未可料，变化有鲲鹏。                              |2             |
|撩乱发青条，春风来几日。                              |2             |
